TimeStamp;tradeDate;settlementDate;TraderID;TradeID;Action;Product;NotionalAmount;Counterparty;PriceOrRate;Status;Latency(ms);is_anomaly
23/05/2024 14:00;23/05/2024 23:00;29/05/2024 23:00;TRADER_96;T_41;BUY;Futures;1004264.744;Bank C;0.965053488;Pending;104.5140919;0
09/12/2023 18:00;09/12/2023 23:00;04/01/2024 23:00;TRADER_99;T_42;SELL;Options;516208.7111;Bank E;1.239403315;Cancelled;51.46093202;0
28/08/2024 21:00;29/08/2024 01:00;23/09/2024 01:00;TRADER_73;T_43;BUY;Options;418471.9159;Bank B;1.20070656;Pending;86.08214322;0
12/05/2023 08:00;13/05/2023 00:00;21/05/2023 00:00;TRADER_174;T_44;BUY;FXSpot;780475.3389;Bank C;1.403398773;Pending;81.20940707;0
08/03/2023 01:00;08/03/2023 21:00;13/03/2023 21:00;TRADER_192;T_45;BUY;Swap;881056.5854;Bank E;0.669177798;Confirmed;86.62406139;0
14/06/2023 07:00;14/06/2023 09:00;26/06/2023 09:00;TRADER_57;T_46;BUY;FXSpot;675509.525;Bank A;1.108391125;Pending;160.0694176;0
12/02/2023 13:00;12/02/2023 18:00;15/02/2023 18:00;TRADER_87;T_47;SELL;FXSpot;1146221.501;Bank D;1.464047463;Pending;122.6234993;0
30/04/2024 13:00;30/04/2024 13:00;15/05/2024 13:00;TRADER_195;T_48;BUY;Options;1372017.718;Bank D;0.984847091;Pending;84.4234538;0
26/03/2024 05:00;26/03/2024 16:00;13/04/2024 16:00;TRADER_69;T_49;SELL;Options;1030229.339;Bank B;1.477896223;Confirmed;57.68776596;0
13/07/2024 01:00;13/07/2024 16:00;28/07/2024 16:00;TRADER_93;T_50;BUY;Swap;683966.1516;Bank C;1.878407453;Cancelled;49.08278769;0
29/11/2023 21:00;30/11/2023 14:00;02/12/2023 14:00;TRADER_40;T_51;BUY;Options;940295.0399;Bank A;1.027036664;Pending;72.51012176;0
08/02/2024 20:00;09/02/2024 03:00;17/02/2024 03:00;TRADER_167;T_52;BUY;Swap;536110.4977;Bank A;1.441887726;Confirmed;134.2728841;0
25/06/2024 06:00;25/06/2024 11:00;03/07/2024 11:00;TRADER_124;T_53;SELL;Options;1620277.62;Bank D;0.7578091;Confirmed;36.9559044;0
14/10/2023 09:00;15/10/2023 03:00;01/11/2023 03:00;TRADER_197;T_54;SELL;FXSpot;1433605.562;Bank B;1.029394076;Pending;156.3427339;0
25/08/2023 11:00;26/08/2023 04:00;13/09/2023 04:00;TRADER_34;T_55;SELL;Futures;1149250.049;Bank D;1.1917218;Pending;135.0759985;0
07/01/2023 17:00;08/01/2023 01:00;28/01/2023 01:00;TRADER_105;T_56;SELL;Futures;624230.7796;Bank C;1.729034431;Confirmed;162.3150545;0
29/06/2023 01:00;29/06/2023 18:00;09/07/2023 18:00;TRADER_51;T_57;SELL;Options;1210855.758;Bank E;0.435275649;Pending;127.7165076;0
11/02/2023 11:00;12/02/2023 06:00;16/02/2023 06:00;TRADER_40;T_58;BUY;Options;627780.895;Bank A;1.429453786;Pending;77.54219905;0
25/04/2024 14:00;26/04/2024 07:00;15/05/2024 07:00;TRADER_176;T_59;SELL;FXSpot;1336708.535;Bank D;1.09920347;Cancelled;49.20954762;0
14/11/2023 21:00;15/11/2023 01:00;21/11/2023 01:00;TRADER_35;T_60;BUY;Swap;1224934.855;Bank E;1.310297944;Pending;89.9581052;0
12/02/2023 08:00;12/02/2023 18:00;02/03/2023 18:00;TRADER_28;T_61;SELL;FXSpot;834849.7791;Bank E;0.920965789;Cancelled;82.79295234;0
22/12/2023 09:00;23/12/2023 02:00;09/01/2024 02:00;TRADER_93;T_62;SELL;FXSpot;1102524.787;Bank A;1.064482669;Pending;148.5026444;0
20/12/2024 06:00;20/12/2024 06:00;28/12/2024 06:00;TRADER_23;T_63;SELL;Bond;808476.6486;Bank A;0.955634448;Confirmed;96.39137385;0
22/01/2024 04:00;22/01/2024 06:00;12/02/2024 06:00;TRADER_66;T_64;BUY;Futures;1104360.225;Bank C;1.286520325;Confirmed;57.79563121;0
22/05/2024 17:00;23/05/2024 12:00;19/06/2024 12:00;TRADER_69;T_65;BUY;Bond;1366895.69;Bank B;1.051902879;Pending;40.96425515;0
21/09/2023 19:00;21/09/2023 23:00;03/10/2023 23:00;TRADER_177;T_66;BUY;Futures;337271.7834;Bank D;1.385489856;Cancelled;107.9925214;0
24/12/2023 03:00;24/12/2023 18:00;29/12/2023 18:00;TRADER_118;T_67;BUY;Swap;636239.3921;Bank A;1.760859781;Cancelled;150.5688308;0
28/10/2023 08:00;28/10/2023 11:00;12/11/2023 11:00;TRADER_64;T_68;SELL;Bond;1001424.324;Bank B;1.375538759;Cancelled;115.2803906;0
08/08/2023 20:00;09/08/2023 13:00;28/08/2023 13:00;TRADER_140;T_69;BUY;Options;822413.7375;Bank E;1.549066053;Cancelled;109.829503;0
16/11/2024 08:00;17/11/2024 01:00;20/11/2024 01:00;TRADER_91;T_70;SELL;Options;1540086.965;Bank D;1.241899644;Confirmed;114.8467518;0
06/11/2024 16:00;06/11/2024 17:00;09/11/2024 17:00;TRADER_56;T_71;SELL;Options;418566.2634;Bank E;1.182649203;Pending;93.70702816;0
30/11/2023 14:00;30/11/2023 19:00;07/12/2023 19:00;TRADER_162;T_72;BUY;Swap;289633.639;Bank E;1.267245242;Pending;125.1421988;0
18/04/2023 00:00;18/04/2023 15:00;02/05/2023 15:00;TRADER_61;T_73;BUY;Options;1093828.735;Bank B;0.91673857;Pending;83.84292103;0
26/03/2023 11:00;26/03/2023 13:00;22/04/2023 13:00;TRADER_146;T_74;SELL;Swap;1142239.126;Bank B;1.11902547;Pending;107.0704182;0
23/04/2023 07:00;24/04/2023 01:00;09/05/2023 01:00;TRADER_7;T_75;BUY;Options;924986.2786;Bank D;0.851546316;Pending;126.6884186;0
04/10/2024 14:00;05/10/2024 00:00;27/10/2024 00:00;TRADER_81;T_76;BUY;Options;1128542.111;Bank C;0.488850541;Pending;126.4630659;0
08/08/2023 02:00;08/08/2023 07:00;22/08/2023 07:00;TRADER_128;T_77;SELL;Options;1256500.812;Bank D;1.593917787;Pending;89.29197224;0
08/10/2023 16:00;08/10/2023 16:00;05/11/2023 16:00;TRADER_109;T_78;BUY;Bond;950465.3455;Bank A;1.234247304;Confirmed;80.66391132;0
17/01/2023 07:00;18/01/2023 04:00;19/01/2023 04:00;TRADER_157;T_79;SELL;FXSpot;697286.825;Bank A;0.907169238;Cancelled;96.84694496;0
05/08/2024 18:00;06/08/2024 14:00;30/08/2024 14:00;TRADER_30;T_80;BUY;Swap;853600.3695;Bank A;1.376127586;Confirmed;124.8581888;0
11/06/2024 18:00;11/06/2024 20:00;19/06/2024 20:00;TRADER_181;T_81;BUY;FXSpot;768371.6989;Bank D;1.455610926;Pending;128.8234388;0
03/09/2023 12:00;03/09/2023 19:00;13/09/2023 19:00;TRADER_167;T_82;BUY;Futures;639792.6368;Bank B;1.279113951;Pending;79.61074357;0
29/05/2023 09:00;29/05/2023 11:00;31/05/2023 11:00;TRADER_186;T_83;SELL;Options;971120.3755;Bank C;1.595043613;Cancelled;94.04177661;0
15/09/2023 16:00;16/09/2023 06:00;12/10/2023 06:00;TRADER_62;T_84;SELL;Futures;820025.7147;Bank D;0.814652658;Cancelled;140.5408609;0
16/12/2023 16:00;17/12/2023 12:00;30/12/2023 12:00;TRADER_157;T_85;BUY;Bond;1102533.154;Bank D;1.532594159;Pending;134.2630371;0
28/06/2024 11:00;29/06/2024 03:00;21/07/2024 03:00;TRADER_182;T_86;BUY;FXSpot;1003993.865;Bank C;1.237368429;Pending;132.4264269;0
28/09/2024 01:00;28/09/2024 21:00;16/10/2024 21:00;TRADER_181;T_87;SELL;FXSpot;727244.8788;Bank D;0.787259942;Pending;83.59036139;0
13/04/2023 06:00;13/04/2023 23:00;22/04/2023 23:00;TRADER_35;T_88;BUY;Bond;1132045.377;Bank A;1.72250934;Confirmed;90.44227378;0
08/05/2024 05:00;08/05/2024 08:00;11/05/2024 08:00;TRADER_140;T_89;SELL;Bond;1401074.488;Bank E;1.396898153;Confirmed;88.11786237;0
07/08/2024 23:00;08/08/2024 17:00;12/08/2024 17:00;TRADER_49;T_90;SELL;Futures;1052535.926;Bank C;1.380098793;Cancelled;70.37210472;0
01/04/2024 21:00;02/04/2024 05:00;24/04/2024 05:00;TRADER_100;T_91;BUY;Swap;1165625.844;Bank C;1.004564938;Cancelled;135.6115565;0
11/02/2024 18:00;12/02/2024 07:00;18/02/2024 07:00;TRADER_70;T_92;SELL;Swap;1229270.08;Bank D;1.120994214;Cancelled;107.6534298;0
30/07/2023 16:00;31/07/2023 07:00;26/08/2023 07:00;TRADER_186;T_93;SELL;Futures;642394.3431;Bank B;1.135605899;Confirmed;101.1639277;0
14/09/2024 20:00;15/09/2024 16:00;19/09/2024 16:00;TRADER_152;T_94;BUY;Swap;724470.1396;Bank B;1.108063161;Confirmed;127.655914;0
04/12/2023 22:00;05/12/2023 21:00;12/12/2023 21:00;TRADER_88;T_95;BUY;FXSpot;1223445.515;Bank B;0.988240109;Pending;131.2749107;0
27/07/2024 21:00;28/07/2024 13:00;02/08/2024 13:00;TRADER_98;T_96;SELL;Swap;771477.1698;Bank A;1.116750094;Confirmed;139.722972;0
26/12/2024 12:00;27/12/2024 09:00;29/12/2024 09:00;TRADER_14;T_97;BUY;FXSpot;811786.4801;Bank D;1.389599732;Pending;108.2655335;0
21/01/2023 22:00;22/01/2023 04:00;23/01/2023 04:00;TRADER_169;T_98;BUY;Options;896650.4723;Bank B;1.445487656;Pending;81.25638787;0
15/10/2023 22:00;16/10/2023 17:00;28/10/2023 17:00;TRADER_34;T_99;SELL;FXSpot;1246747.5;Bank D;1.12339011;Pending;94.87162405;0
12/06/2024 13:00;12/06/2024 19:00;07/07/2024 19:00;TRADER_12;T_100;BUY;Options;1409718.312;Bank D;1.128550379;Pending;76.88416906;0
09/01/2023 14:00;09/01/2023 19:00;12/01/2023 19:00;TRADER_97;T_101;SELL;Swap;1226200.177;Bank E;0.788786681;Cancelled;101.244416;0
25/10/2024 22:00;26/10/2024 03:00;16/11/2024 03:00;TRADER_29;T_102;SELL;FXSpot;671427.0377;Bank E;1.205565655;Confirmed;88.83493265;0
19/12/2024 15:00;20/12/2024 03:00;04/01/2025 03:00;TRADER_117;T_103;BUY;Bond;824741.7184;Bank D;1.756743252;Pending;136.7908526;0
31/12/2023 19:00;31/12/2023 21:00;13/01/2024 21:00;TRADER_80;T_104;BUY;Options;926116.4383;Bank D;1.538494288;Cancelled;96.69544662;0
30/05/2024 23:00;31/05/2024 01:00;13/06/2024 01:00;TRADER_29;T_105;SELL;Futures;560932.9331;Bank E;1.052855497;Pending;101.3846704;0
09/09/2024 12:00;10/09/2024 01:00;11/09/2024 01:00;TRADER_146;T_106;BUY;Swap;1299011.545;Bank A;0.881975176;Confirmed;90.71826762;0
12/11/2023 14:00;12/11/2023 15:00;21/11/2023 15:00;TRADER_27;T_107;BUY;Bond;859909.0915;Bank C;1.047401228;Cancelled;81.98387837;0
23/09/2023 14:00;23/09/2023 16:00;09/10/2023 16:00;TRADER_105;T_108;BUY;Options;1180670.325;Bank A;1.530242996;Pending;108.9912948;0
11/03/2023 22:00;12/03/2023 04:00;23/03/2023 04:00;TRADER_176;T_109;BUY;FXSpot;738227.672;Bank A;1.145871689;Cancelled;58.03997876;0
14/02/2023 03:00;14/02/2023 04:00;18/02/2023 04:00;TRADER_100;T_110;SELL;Bond;981184.2566;Bank C;1.218665121;Pending;147.2000889;0
05/11/2024 22:00;06/11/2024 18:00;11/11/2024 18:00;TRADER_24;T_111;BUY;Options;1299791.512;Bank B;1.259146935;Cancelled;79.16148868;0
18/02/2024 02:00;18/02/2024 05:00;25/02/2024 05:00;TRADER_195;T_112;SELL;Bond;1303775.275;Bank C;1.177611849;Confirmed;170.1273597;0
26/03/2024 17:00;26/03/2024 20:00;06/04/2024 20:00;TRADER_61;T_113;SELL;Bond;1131004.886;Bank E;1.284243685;Pending;114.5709699;0
31/03/2024 01:00;31/03/2024 07:00;28/04/2024 07:00;TRADER_49;T_114;SELL;Swap;601649.6438;Bank D;1.199196537;Confirmed;108.0750695;0
12/02/2024 21:00;12/02/2024 21:00;07/03/2024 21:00;TRADER_107;T_115;SELL;Options;846276.9212;Bank D;1.108821018;Pending;118.2176065;0
10/11/2024 16:00;11/11/2024 04:00;04/12/2024 04:00;TRADER_96;T_116;SELL;Futures;318398.3823;Bank D;1.171399922;Cancelled;122.8576629;0
13/04/2024 20:00;14/04/2024 12:00;17/04/2024 12:00;TRADER_101;T_117;SELL;Options;1242777.647;Bank C;1.233624112;Pending;118.3886996;0
23/04/2023 05:00;23/04/2023 11:00;01/05/2023 11:00;TRADER_162;T_118;SELL;Bond;952682.1231;Bank A;1.456364683;Pending;89.06664354;0
03/08/2024 11:00;04/08/2024 06:00;20/08/2024 06:00;TRADER_23;T_119;SELL;Swap;622492.3232;Bank D;0.935962317;Confirmed;63.10367938;0
01/06/2023 03:00;01/06/2023 19:00;16/06/2023 19:00;TRADER_112;T_120;SELL;Futures;1151171.332;Bank A;1.92893022;Confirmed;58.24189544;0
04/11/2024 05:00;04/11/2024 16:00;28/11/2024 16:00;TRADER_120;T_121;SELL;FXSpot;849924.5225;Bank D;1.260809941;Cancelled;94.59587272;0
28/02/2024 21:00;29/02/2024 14:00;23/03/2024 14:00;TRADER_109;T_122;SELL;Options;799523.369;Bank A;0.809493736;Confirmed;82.75243597;0
02/03/2024 06:00;02/03/2024 09:00;08/03/2024 09:00;TRADER_1;T_123;BUY;Swap;1228339.495;Bank C;0.857274869;Cancelled;101.2263288;0
16/10/2024 11:00;17/10/2024 07:00;24/10/2024 07:00;TRADER_95;T_124;BUY;Futures;1809057.688;Bank E;1.485695704;Pending;55.52860939;0
23/04/2024 22:00;24/04/2024 20:00;14/05/2024 20:00;TRADER_178;T_125;SELL;Futures;1332300.806;Bank A;0.866176106;Cancelled;12.82162774;0
24/02/2023 10:00;24/02/2023 22:00;19/03/2023 22:00;TRADER_53;T_126;BUY;Swap;963662.9684;Bank E;1.305204493;Pending;65.95482614;0
10/10/2023 08:00;10/10/2023 17:00;30/10/2023 17:00;TRADER_21;T_127;BUY;Futures;696147.9845;Bank B;1.256758872;Cancelled;69.51851897;0
30/01/2024 18:00;30/01/2024 19:00;27/02/2024 19:00;TRADER_175;T_128;BUY;FXSpot;876959.1386;Bank D;1.300810689;Cancelled;59.32135698;0
10/11/2023 14:00;10/11/2023 17:00;07/12/2023 17:00;TRADER_108;T_129;SELL;Bond;1194146.616;Bank D;1.317908242;Cancelled;112.6196975;0
19/08/2023 10:00;19/08/2023 14:00;20/08/2023 14:00;TRADER_55;T_130;SELL;Options;721262.4015;Bank E;0.818514903;Cancelled;51.61048011;0
06/06/2023 04:00;06/06/2023 07:00;04/07/2023 07:00;TRADER_25;T_131;BUY;Options;610959.5186;Bank E;1.346008059;Pending;111.5769185;0
18/07/2024 09:00;18/07/2024 20:00;20/07/2024 20:00;TRADER_3;T_132;BUY;Swap;1448655.073;Bank B;1.124628805;Confirmed;49.38247121;0
28/01/2023 15:00;29/01/2023 04:00;23/02/2023 04:00;TRADER_51;T_133;SELL;Futures;1070114.313;Bank D;1.436510605;Cancelled;18.77711583;0
25/03/2023 06:00;25/03/2023 15:00;28/03/2023 15:00;TRADER_192;T_134;BUY;Futures;1275821.264;Bank A;1.031784468;Cancelled;61.47712473;0
30/11/2023 02:00;30/11/2023 17:00;18/12/2023 17:00;TRADER_21;T_135;SELL;Swap;849480.7329;Bank E;1.769441467;Cancelled;123.7020458;0
18/05/2023 16:00;18/05/2023 22:00;28/05/2023 22:00;TRADER_131;T_136;BUY;FXSpot;1110364.799;Bank E;1.23930795;Cancelled;84.49938192;0
29/07/2024 08:00;29/07/2024 09:00;02/08/2024 09:00;TRADER_55;T_137;SELL;Options;579365.1557;Bank E;1.39032407;Pending;76.00101582;0
02/10/2023 09:00;03/10/2023 06:00;17/10/2023 06:00;TRADER_110;T_138;SELL;Bond;801674.7461;Bank D;1.51207555;Confirmed;101.8841679;0
30/04/2024 09:00;01/05/2024 03:00;03/05/2024 03:00;TRADER_47;T_139;BUY;Bond;1036808.654;Bank E;0.969303568;Cancelled;113.1903792;0
10/03/2023 04:00;10/03/2023 23:00;05/04/2023 23:00;TRADER_102;T_140;BUY;Options;1225372.227;Bank D;1.414954001;Confirmed;78.29074661;0
12/12/2024 18:00;13/12/2024 17:00;28/12/2024 17:00;TRADER_162;T_141;BUY;Futures;775647.4006;Bank E;1.216720769;Cancelled;168.8646232;0
17/07/2023 09:00;17/07/2023 22:00;29/07/2023 22:00;TRADER_102;T_142;SELL;Options;1323000.441;Bank B;1.290192011;Cancelled;58.43192322;0
29/08/2024 11:00;30/08/2024 02:00;05/09/2024 02:00;TRADER_44;T_143;BUY;Swap;774404.3153;Bank E;0.832988449;Confirmed;97.27035666;0
01/08/2024 05:00;01/08/2024 15:00;10/08/2024 15:00;TRADER_170;T_144;SELL;FXSpot;894587.7971;Bank A;0.931295659;Pending;160.0876275;0
05/02/2023 14:00;05/02/2023 19:00;15/02/2023 19:00;TRADER_65;T_145;SELL;Swap;911045.335;Bank B;1.186753883;Pending;82.32870029;0
01/09/2023 23:00;02/09/2023 08:00;14/09/2023 08:00;TRADER_199;T_146;BUY;FXSpot;1277652.408;Bank B;1.130374048;Cancelled;140.23212;0
05/11/2023 00:00;05/11/2023 06:00;01/12/2023 06:00;TRADER_74;T_147;BUY;Bond;873235.2686;Bank D;0.971236467;Cancelled;143.6218621;0
04/08/2024 05:00;04/08/2024 18:00;14/08/2024 18:00;TRADER_147;T_148;SELL;FXSpot;165766.8489;Bank B;1.009985846;Pending;74.44586776;0
30/08/2023 07:00;30/08/2023 19:00;09/09/2023 19:00;TRADER_159;T_149;BUY;Bond;793021.3695;Bank D;1.209111488;Cancelled;73.58831716;0
25/07/2023 11:00;25/07/2023 13:00;27/07/2023 13:00;TRADER_76;T_150;SELL;FXSpot;1220136.144;Bank A;1.426901834;Confirmed;89.97374755;0
09/01/2023 10:00;10/01/2023 00:00;23/01/2023 00:00;TRADER_89;T_151;SELL;Swap;1228214.059;Bank A;0.5620244;Pending;101.8593938;0
21/04/2024 23:00;22/04/2024 15:00;15/05/2024 15:00;TRADER_68;T_152;SELL;Options;1105733.116;Bank A;1.694624429;Cancelled;133.9517479;0
12/06/2024 16:00;12/06/2024 16:00;21/06/2024 16:00;TRADER_32;T_153;BUY;FXSpot;1041447.382;Bank E;1.289943339;Cancelled;122.4129281;0
02/07/2023 21:00;03/07/2023 01:00;26/07/2023 01:00;TRADER_102;T_154;SELL;Options;1094587.332;Bank A;1.233974673;Confirmed;110.7895129;0
07/04/2023 23:00;08/04/2023 18:00;04/05/2023 18:00;TRADER_185;T_155;SELL;Futures;1202354.445;Bank C;1.185578065;Pending;82.23004013;0
30/11/2023 12:00;30/11/2023 16:00;09/12/2023 16:00;TRADER_159;T_156;BUY;Swap;1083304.365;Bank D;1.15611516;Cancelled;72.69301075;0
21/11/2023 01:00;21/11/2023 17:00;23/11/2023 17:00;TRADER_3;T_157;SELL;Bond;1043878.155;Bank D;1.923944892;Pending;89.96248507;0
09/01/2023 05:00;10/01/2023 02:00;28/01/2023 02:00;TRADER_20;T_158;SELL;Swap;1490973.804;Bank B;1.103984395;Cancelled;99.33339001;0
22/03/2023 10:00;23/03/2023 01:00;10/04/2023 01:00;TRADER_144;T_159;BUY;Bond;1124752.982;Bank B;0.939601672;Cancelled;103.0762918;0
05/05/2024 14:00;06/05/2024 09:00;31/05/2024 09:00;TRADER_42;T_160;BUY;Swap;998318.2231;Bank D;1.300353107;Pending;87.21151531;0
20/09/2024 15:00;20/09/2024 15:00;23/09/2024 15:00;TRADER_46;T_161;BUY;Options;707373.7418;Bank E;1.156757031;Cancelled;111.5841983;0
25/01/2024 03:00;25/01/2024 07:00;09/02/2024 07:00;TRADER_76;T_162;BUY;Options;1243340.996;Bank A;0.940405673;Pending;106.6277487;0
27/04/2024 21:00;28/04/2024 16:00;14/05/2024 16:00;TRADER_108;T_163;SELL;Futures;1125879.699;Bank A;1.656035178;Pending;110.7226626;0
16/10/2024 12:00;16/10/2024 13:00;01/11/2024 13:00;TRADER_50;T_164;BUY;Swap;922120.956;Bank D;1.201819079;Pending;14.94298537;0
11/12/2024 03:00;11/12/2024 07:00;09/01/2025 07:00;TRADER_119;T_165;SELL;Swap;996335.2837;Bank D;1.181743125;Pending;110.1994102;0
28/04/2023 03:00;28/04/2023 20:00;10/05/2023 20:00;TRADER_134;T_166;SELL;FXSpot;1462847.136;Bank C;0.958571448;Pending;102.1429672;0
16/08/2024 11:00;17/08/2024 05:00;05/09/2024 05:00;TRADER_999999;T_167;SELL;Futures;661992.4097;Bank A;1.459865762;Cancelled;116.0544759;1
30/09/2023 18:00;30/09/2023 23:00;16/10/2023 23:00;TRADER_83;T_168;SELL;Swap;758422.9135;Bank B;0.964876512;Confirmed;87.81752264;0
