TimeStamp,tradeDate,settlementDate,TraderID,TradeID,Action,Product,NotionalAmount,Counterparty,PriceOrRate,Status,Latency(ms),is_anomaly
2024-03-03 05:00:00,2024-03-03 10:00:00,2024-03-30 10:00:00,TRADER_118,T_34,SELL,Options,631229.5942834481,Bank C,1.3088602031434733,Cancelled,88.30227285674329,0
2023-12-18 09:00:00,2023-12-19 05:00:00,2023-12-24 05:00:00,TRADER_85,T_35,BUY,Options,453151.6131024176,Bank E,0.924704594666543,Confirmed,119.10939768223707,0
2024-03-02 09:00:00,2024-03-03 03:00:00,2024-03-16 03:00:00,TRADER_34,T_36,SELL,Swap,65436.99863077316,Bank C,0.7015908150293837,Cancelled,76.40143353283344,0
2024-04-04 00:00:00,2024-04-04 02:00:00,2024-04-22 02:00:00,TRADER_114,T_37,SELL,Options,1140434.7253809,Bank C,1.4412958124144095,Cancelled,133.96474101915592,0
2023-04-19 20:00:00,2023-04-20 02:00:00,2023-05-03 02:00:00,TRADER_176,T_38,SELL,FXSpot,752203.2222764008,Bank D,1.07224689206225,Confirmed,73.47983734059767,0
2024-10-19 19:00:00,2024-10-20 10:00:00,2024-11-09 10:00:00,TRADER_188,T_39,BUY,Options,966275.7071774624,Bank E,0.8174960965847634,Cancelled,156.10191415894204,0
2024-12-15 23:00:00,2024-12-15 23:00:00,2025-01-13 23:00:00,TRADER_183,T_40,BUY,Futures,1019686.63603893,Bank E,0.7948352097654342,Cancelled,124.33926836170416,0
2024-05-23 14:00:00,2024-05-23 23:00:00,2024-05-29 23:00:00,TRADER_96,T_41,BUY,Futures,1004264.7435602472,Bank C,0.9650534884695338,Pending,104.51409191100562,0
2023-12-09 18:00:00,2023-12-09 23:00:00,2024-01-04 23:00:00,TRADER_99,T_42,SELL,Options,516208.7111104017,Bank E,1.239403314772498,Cancelled,51.46093202287214,0
2024-08-28 21:00:00,2024-08-29 01:00:00,2024-09-23 01:00:00,TRADER_73,T_43,BUY,Options,418471.915862084,Bank B,1.2007065604423772,Pending,86.08214321595055,0
2023-05-12 08:00:00,2023-05-13 00:00:00,2023-05-21 00:00:00,TRADER_174,T_44,BUY,FXSpot,780475.3388982008,Bank C,1.4033987731642292,Pending,81.20940707142019,0
2023-03-08 01:00:00,2023-03-08 21:00:00,2023-03-13 21:00:00,TRADER_192,T_45,BUY,Swap,881056.5853935155,Bank E,0.6691777981332759,Confirmed,86.62406138518311,0
2023-06-14 07:00:00,2023-06-14 09:00:00,2023-06-26 09:00:00,TRADER_57,T_46,BUY,FXSpot,675509.5250438815,Bank A,1.1083911251943497,Pending,160.06941757561077,0
2023-02-12 13:00:00,2023-02-12 18:00:00,2023-02-15 18:00:00,TRADER_87,T_47,SELL,FXSpot,1146221.5011759787,Bank D,1.4640474632608027,Pending,122.62349931553108,0
2024-04-30 13:00:00,2024-04-30 13:00:00,2024-05-15 13:00:00,TRADER_195,T_48,BUY,Options,1372017.7183682583,Bank D,0.9848470906712028,Pending,84.42345379934258,0
2024-03-26 05:00:00,2024-03-26 16:00:00,2024-04-13 16:00:00,TRADER_69,T_49,SELL,Options,1030229.3389289448,Bank B,1.4778962226548236,Confirmed,57.68776595613864,0
2024-07-13 01:00:00,2024-07-13 16:00:00,2024-07-28 16:00:00,TRADER_93,T_50,BUY,Swap,683966.1516393584,Bank C,1.8784074532966455,Cancelled,49.08278768839487,0
2023-11-29 21:00:00,2023-11-30 14:00:00,2023-12-02 14:00:00,TRADER_40,T_51,BUY,Options,940295.0398823794,Bank A,1.0270366641197115,Pending,72.51012176086536,0
2024-02-08 20:00:00,2024-02-09 03:00:00,2024-02-17 03:00:00,TRADER_167,T_52,BUY,Swap,536110.4976689823,Bank A,1.4418877258913896,Confirmed,134.2728841141091,0
2024-06-25 06:00:00,2024-06-25 11:00:00,2024-07-03 11:00:00,TRADER_124,T_53,SELL,Options,1620277.6196120104,Bank D,0.7578091003962772,Confirmed,36.95590440218449,0
2023-10-14 09:00:00,2023-10-15 03:00:00,2023-11-01 03:00:00,TRADER_197,T_54,SELL,FXSpot,1433605.5620630733,Bank B,1.029394076142042,Pending,156.34273392851975,0
2023-08-25 11:00:00,2023-08-26 04:00:00,2023-09-13 04:00:00,TRADER_34,T_55,SELL,Futures,1149250.049174332,Bank D,1.1917217999057417,Pending,135.0759985418616,0
2023-01-07 17:00:00,2023-01-08 01:00:00,2023-01-28 01:00:00,TRADER_105,T_56,SELL,Futures,624230.7795877886,Bank C,1.7290344308255603,Confirmed,162.31505446602245,0
2023-06-29 01:00:00,2023-06-29 18:00:00,2023-07-09 18:00:00,TRADER_51,T_57,SELL,Options,1210855.7582050003,Bank E,0.4352756485185404,Pending,127.71650755663003,0
2023-02-11 11:00:00,2023-02-12 06:00:00,2023-02-16 06:00:00,TRADER_40,T_58,BUY,Options,627780.8949922074,Bank A,1.429453785979946,Pending,77.54219905200011,0
2024-04-25 14:00:00,2024-04-26 07:00:00,2024-05-15 07:00:00,TRADER_176,T_59,SELL,FXSpot,1336708.5353831723,Bank D,1.099203469620413,Cancelled,49.20954762084156,0
2023-11-14 21:00:00,2023-11-15 01:00:00,2023-11-21 01:00:00,TRADER_35,T_60,BUY,Swap,1224934.8551267378,Bank E,1.3102979444480358,Pending,89.95810520175752,0
2023-02-12 08:00:00,2023-02-12 18:00:00,2023-03-02 18:00:00,TRADER_28,T_61,SELL,FXSpot,834849.779118133,Bank E,0.9209657887678632,Cancelled,82.79295234009567,0
2023-12-22 09:00:00,2023-12-23 02:00:00,2024-01-09 02:00:00,TRADER_93,T_62,SELL,FXSpot,1102524.786878596,Bank A,1.0644826685011737,Pending,148.50264436195175,0
2024-12-20 06:00:00,2024-12-20 06:00:00,2024-12-28 06:00:00,TRADER_23,T_63,SELL,Bond,808476.6486010798,Bank A,0.9556344477648666,Confirmed,96.3913738490852,0
2024-01-22 04:00:00,2024-01-22 06:00:00,2024-02-12 06:00:00,TRADER_66,T_64,BUY,Futures,1104360.224518245,Bank C,1.286520324698854,Confirmed,57.79563120602218,0
2024-05-22 17:00:00,2024-05-23 12:00:00,2024-06-19 12:00:00,TRADER_69,T_65,BUY,Bond,1366895.6896240567,Bank B,1.0519028788180476,Pending,40.96425515349071,0
2023-09-21 19:00:00,2023-09-21 23:00:00,2023-10-03 23:00:00,TRADER_177,T_66,BUY,Futures,337271.78339929285,Bank D,1.3854898557243014,Cancelled,107.9925214373632,0
2023-12-24 03:00:00,2023-12-24 18:00:00,2023-12-29 18:00:00,TRADER_118,T_67,BUY,Swap,636239.392107241,Bank A,1.7608597810416151,Cancelled,150.56883077816298,0
2023-10-28 08:00:00,2023-10-28 11:00:00,2023-11-12 11:00:00,TRADER_64,T_68,SELL,Bond,1001424.3244845473,Bank B,1.3755387594190152,Cancelled,115.28039057049088,0
2023-08-08 20:00:00,2023-08-09 13:00:00,2023-08-28 13:00:00,TRADER_140,T_69,BUY,Options,822413.7375060394,Bank E,1.549066052718204,Cancelled,109.82950298320895,0
2024-11-16 08:00:00,2024-11-17 01:00:00,2024-11-20 01:00:00,TRADER_91,T_70,SELL,Options,1540086.9653105305,Bank D,1.2418996442441363,Confirmed,114.84675175566656,0
2024-11-06 16:00:00,2024-11-06 17:00:00,2024-11-09 17:00:00,TRADER_56,T_71,SELL,Options,418566.2634052608,Bank E,1.182649202953855,Pending,93.70702816309482,0
2023-11-30 14:00:00,2023-11-30 19:00:00,2023-12-07 19:00:00,TRADER_162,T_72,BUY,Swap,289633.6390415345,Bank E,1.267245241784776,Pending,125.1421987953038,0
2023-04-18 00:00:00,2023-04-18 15:00:00,2023-05-02 15:00:00,TRADER_61,T_73,BUY,Options,1093828.7348771354,Bank B,0.9167385695208036,Pending,83.84292103236155,0
2023-03-26 11:00:00,2023-03-26 13:00:00,2023-04-22 13:00:00,TRADER_146,T_74,SELL,Swap,1142239.1260275512,Bank B,1.119025470264771,Pending,107.07041817090564,0
2023-04-23 07:00:00,2023-04-24 01:00:00,2023-05-09 01:00:00,TRADER_7,T_75,BUY,Options,924986.2785616532,Bank D,0.8515463157389145,Pending,126.68841858786764,0
2024-10-04 14:00:00,2024-10-05 00:00:00,2024-10-27 00:00:00,TRADER_81,T_76,BUY,Options,1128542.1114455515,Bank C,0.4888505409375431,Pending,126.46306587677122,0
2023-08-08 02:00:00,2023-08-08 07:00:00,2023-08-22 07:00:00,TRADER_128,T_77,SELL,Options,1256500.812300887,Bank D,1.593917786581138,Pending,89.29197224224518,0
2023-10-08 16:00:00,2023-10-08 16:00:00,2023-11-05 16:00:00,TRADER_109,T_78,BUY,Bond,950465.3455381924,Bank A,1.2342473038694342,Confirmed,80.66391131935067,0
2023-01-17 07:00:00,2023-01-18 04:00:00,2023-01-19 04:00:00,TRADER_157,T_79,SELL,FXSpot,697286.8249504005,Bank A,0.907169238254078,Cancelled,96.84694495618209,0
2024-08-05 18:00:00,2024-08-06 14:00:00,2024-08-30 14:00:00,TRADER_30,T_80,BUY,Swap,853600.3694785978,Bank A,1.3761275862643378,Confirmed,124.85818876665384,0
2024-06-11 18:00:00,2024-06-11 20:00:00,2024-06-19 20:00:00,TRADER_181,T_81,BUY,FXSpot,768371.6989249886,Bank D,1.4556109260773935,Pending,128.82343881828564,0
2023-09-03 12:00:00,2023-09-03 19:00:00,2023-09-13 19:00:00,TRADER_167,T_82,BUY,Futures,639792.6368244318,Bank B,1.279113951497333,Pending,79.61074357459731,0
2023-05-29 09:00:00,2023-05-29 11:00:00,2023-05-31 11:00:00,TRADER_186,T_83,SELL,Options,971120.3755473952,Bank C,1.5950436132834775,Cancelled,94.0417766138923,0
2023-09-15 16:00:00,2023-09-16 06:00:00,2023-10-12 06:00:00,TRADER_62,T_84,SELL,Futures,820025.7146931557,Bank D,0.814652658361018,Cancelled,140.54086087804336,0
2023-12-16 16:00:00,2023-12-17 12:00:00,2023-12-30 12:00:00,TRADER_157,T_85,BUY,Bond,1102533.154072781,Bank D,1.5325941589854288,Pending,134.26303707124018,0
2024-06-28 11:00:00,2024-06-29 03:00:00,2024-07-21 03:00:00,TRADER_182,T_86,BUY,FXSpot,1003993.8649884588,Bank C,1.2373684287207831,Pending,132.42642693555928,0
2024-09-28 01:00:00,2024-09-28 21:00:00,2024-10-16 21:00:00,TRADER_181,T_87,SELL,FXSpot,727244.8788366579,Bank D,0.7872599424077964,Pending,83.59036139123923,0
2023-04-13 06:00:00,2023-04-13 23:00:00,2023-04-22 23:00:00,TRADER_35,T_88,BUY,Bond,1132045.3769129652,Bank A,1.7225093395219422,Confirmed,90.4422737792706,0
2024-05-08 05:00:00,2024-05-08 08:00:00,2024-05-11 08:00:00,TRADER_140,T_89,SELL,Bond,1401074.4880151595,Bank E,1.3968981531610896,Confirmed,88.11786236505519,0
2024-08-07 23:00:00,2024-08-08 17:00:00,2024-08-12 17:00:00,TRADER_49,T_90,SELL,Futures,1052535.9264625474,Bank C,1.3800987927074757,Cancelled,70.37210472051234,0
2024-04-01 21:00:00,2024-04-02 05:00:00,2024-04-24 05:00:00,TRADER_100,T_91,BUY,Swap,1165625.84358709,Bank C,1.0045649378093755,Cancelled,135.61155646293113,0
2024-02-11 18:00:00,2024-02-12 07:00:00,2024-02-18 07:00:00,TRADER_70,T_92,SELL,Swap,1229270.0795441244,Bank D,1.1209942137863815,Cancelled,107.65342980804016,0
2023-07-30 16:00:00,2023-07-31 07:00:00,2023-08-26 07:00:00,TRADER_186,T_93,SELL,Futures,642394.3430879051,Bank B,1.13560589861345,Confirmed,101.16392766920484,0
2024-09-14 20:00:00,2024-09-15 16:00:00,2024-09-19 16:00:00,TRADER_152,T_94,BUY,Swap,724470.1396427122,Bank B,1.108063161117346,Confirmed,127.65591401767522,0
2023-12-04 22:00:00,2023-12-05 21:00:00,2023-12-12 21:00:00,TRADER_88,T_95,BUY,FXSpot,1223445.514812186,Bank B,0.9882401086537408,Pending,131.27491070181526,0
2024-07-27 21:00:00,2024-07-28 13:00:00,2024-08-02 13:00:00,TRADER_98,T_96,SELL,Swap,771477.1697875664,Bank A,1.1167500937968444,Confirmed,139.72297197491312,0
2024-12-26 12:00:00,2024-12-27 09:00:00,2024-12-29 09:00:00,TRADER_14,T_97,BUY,FXSpot,811786.4801077513,Bank D,1.3895997320881095,Pending,108.26553345076424,0
2023-01-21 22:00:00,2023-01-22 04:00:00,2023-01-23 04:00:00,TRADER_169,T_98,BUY,Options,896650.4722912723,Bank B,1.4454876555272729,Pending,81.25638786998553,0
2023-10-15 22:00:00,2023-10-16 17:00:00,2023-10-28 17:00:00,TRADER_34,T_99,SELL,FXSpot,1246747.499500419,Bank D,1.1233901097404524,Pending,94.87162404571242,0
2024-06-12 13:00:00,2024-06-12 19:00:00,2024-07-07 19:00:00,TRADER_12,T_100,BUY,Options,1409718.3122120164,Bank D,1.1285503786946798,Pending,76.88416905864408,0
2023-01-09 14:00:00,2023-01-09 19:00:00,2023-01-12 19:00:00,TRADER_97,T_101,SELL,Swap,1226200.1765988562,Bank E,0.7887866814461312,Cancelled,101.24441598108852,0
2024-10-25 22:00:00,2024-10-26 03:00:00,2024-11-16 03:00:00,TRADER_29,T_102,SELL,FXSpot,671427.0376690476,Bank E,1.2055656552869054,Confirmed,88.83493265492696,0
2024-12-19 15:00:00,2024-12-20 03:00:00,2025-01-04 03:00:00,TRADER_117,T_103,BUY,Bond,824741.7183945267,Bank D,1.7567432518575838,Pending,136.79085264597975,0
2023-12-31 19:00:00,2023-12-31 21:00:00,2024-01-13 21:00:00,TRADER_80,T_104,BUY,Options,926116.4382997468,Bank D,1.538494288059462,Cancelled,96.69544662292208,0
2024-05-30 23:00:00,2024-05-31 01:00:00,2024-06-13 01:00:00,TRADER_29,T_105,SELL,Futures,560932.933116752,Bank E,1.0528554974482274,Pending,101.38467038084968,0
2024-09-09 12:00:00,2024-09-10 01:00:00,2024-09-11 01:00:00,TRADER_146,T_106,BUY,Swap,1299011.5446162885,Bank A,0.8819751762342924,Confirmed,90.71826762460928,0
2023-11-12 14:00:00,2023-11-12 15:00:00,2023-11-21 15:00:00,TRADER_27,T_107,BUY,Bond,859909.0915146722,Bank C,1.0474012280114242,Cancelled,81.98387837248282,0
2023-09-23 14:00:00,2023-09-23 16:00:00,2023-10-09 16:00:00,TRADER_105,T_108,BUY,Options,1180670.3252645803,Bank A,1.5302429963338189,Pending,108.99129481803595,0
2023-03-11 22:00:00,2023-03-12 04:00:00,2023-03-23 04:00:00,TRADER_176,T_109,BUY,FXSpot,738227.6719836815,Bank A,1.1458716891648413,Cancelled,58.03997875934076,0
2023-02-14 03:00:00,2023-02-14 04:00:00,2023-02-18 04:00:00,TRADER_100,T_110,SELL,Bond,981184.2566318824,Bank C,1.218665120632847,Pending,147.2000889291436,0
2024-11-05 22:00:00,2024-11-06 18:00:00,2024-11-11 18:00:00,TRADER_24,T_111,BUY,Options,1299791.512319033,Bank B,1.259146934624292,Cancelled,79.16148868193123,0
2024-02-18 02:00:00,2024-02-18 05:00:00,2024-02-25 05:00:00,TRADER_195,T_112,SELL,Bond,1303775.2745872126,Bank C,1.1776118492829333,Confirmed,170.1273597301352,0
2024-03-26 17:00:00,2024-03-26 20:00:00,2024-04-06 20:00:00,TRADER_61,T_113,SELL,Bond,1131004.8864946736,Bank E,1.2842436852351455,Pending,114.5709699399256,0
2024-03-31 01:00:00,2024-03-31 07:00:00,2024-04-28 07:00:00,TRADER_49,T_114,SELL,Swap,601649.6438066,Bank D,1.199196537108805,Confirmed,108.075069464688,0
2024-02-12 21:00:00,2024-02-12 21:00:00,2024-03-07 21:00:00,TRADER_107,T_115,SELL,Options,846276.9211699404,Bank D,1.1088210182214426,Pending,118.21760646658106,0
2024-11-10 16:00:00,2024-11-11 04:00:00,2024-12-04 04:00:00,TRADER_96,T_116,SELL,Futures,318398.3823380639,Bank D,1.1713999223432476,Cancelled,122.85766287051348,0
2024-04-13 20:00:00,2024-04-14 12:00:00,2024-04-17 12:00:00,TRADER_101,T_117,SELL,Options,1242777.647026697,Bank C,1.2336241119902702,Pending,118.38869958089457,0
2023-04-23 05:00:00,2023-04-23 11:00:00,2023-05-01 11:00:00,TRADER_162,T_118,SELL,Bond,952682.1230684698,Bank A,1.4563646832331123,Pending,89.06664354105514,0
2024-08-03 11:00:00,2024-08-04 06:00:00,2024-08-20 06:00:00,TRADER_23,T_119,SELL,Swap,622492.3232230777,Bank D,0.9359623173863796,Confirmed,63.10367938014946,0
2023-06-01 03:00:00,2023-06-01 19:00:00,2023-06-16 19:00:00,TRADER_112,T_120,SELL,Futures,1151171.3318914464,Bank A,1.9289302198080565,Confirmed,58.24189544206186,0
2024-11-04 05:00:00,2024-11-04 16:00:00,2024-11-28 16:00:00,TRADER_120,T_121,SELL,FXSpot,849924.5225207778,Bank D,1.2608099414670055,Cancelled,94.5958727225458,0
2024-02-28 21:00:00,2024-02-29 14:00:00,2024-03-23 14:00:00,TRADER_109,T_122,SELL,Options,799523.3689786582,Bank A,0.8094937357897327,Confirmed,82.75243596842252,0
2024-03-02 06:00:00,2024-03-02 09:00:00,2024-03-08 09:00:00,TRADER_1,T_123,BUY,Swap,1228339.4949878438,Bank C,0.857274868994942,Cancelled,101.22632880704847,0
2024-10-16 11:00:00,2024-10-17 07:00:00,2024-10-24 07:00:00,TRADER_95,T_124,BUY,Futures,1809057.6876395645,Bank E,1.4856957040047432,Pending,55.52860939189632,0
2024-04-23 22:00:00,2024-04-24 20:00:00,2024-05-14 20:00:00,TRADER_178,T_125,SELL,Futures,1332300.8062766506,Bank A,0.8661761061399192,Cancelled,12.82162774408961,0
2023-02-24 10:00:00,2023-02-24 22:00:00,2023-03-19 22:00:00,TRADER_53,T_126,BUY,Swap,963662.9683570164,Bank E,1.305204493284544,Pending,65.95482613740458,0
2023-10-10 08:00:00,2023-10-10 17:00:00,2023-10-30 17:00:00,TRADER_21,T_127,BUY,Futures,696147.9845017339,Bank B,1.2567588720141358,Cancelled,69.51851896597198,0
2024-01-30 18:00:00,2024-01-30 19:00:00,2024-02-27 19:00:00,TRADER_175,T_128,BUY,FXSpot,876959.1386115667,Bank D,1.3008106889502264,Cancelled,59.32135698255358,0
2023-11-10 14:00:00,2023-11-10 17:00:00,2023-12-07 17:00:00,TRADER_108,T_129,SELL,Bond,1194146.6163628465,Bank D,1.317908241976622,Cancelled,112.61969747277362,0
2023-08-19 10:00:00,2023-08-19 14:00:00,2023-08-20 14:00:00,TRADER_55,T_130,SELL,Options,721262.4014564177,Bank E,0.8185149034108938,Cancelled,51.61048010613818,0
2023-06-06 04:00:00,2023-06-06 07:00:00,2023-07-04 07:00:00,TRADER_25,T_131,BUY,Options,610959.518644955,Bank E,1.346008058701366,Pending,111.57691848418028,0
2024-07-18 09:00:00,2024-07-18 20:00:00,2024-07-20 20:00:00,TRADER_3,T_132,BUY,Swap,1448655.073491088,Bank B,1.124628804771064,Confirmed,49.382471212345806,0
2023-01-28 15:00:00,2023-01-29 04:00:00,2023-02-23 04:00:00,TRADER_51,T_133,SELL,Futures,1070114.3131105746,Bank D,1.4365106052354304,Cancelled,18.77711583419044,0
2023-03-25 06:00:00,2023-03-25 15:00:00,2023-03-28 15:00:00,TRADER_192,T_134,BUY,Futures,1275821.26426713,Bank A,1.031784467944158,Cancelled,61.47712472714803,0
2023-11-30 02:00:00,2023-11-30 17:00:00,2023-12-18 17:00:00,TRADER_21,T_135,SELL,Swap,849480.7329353087,Bank E,1.7694414668253051,Cancelled,123.702045785137,0
2023-05-18 16:00:00,2023-05-18 22:00:00,2023-05-28 22:00:00,TRADER_131,T_136,BUY,FXSpot,1110364.7985359095,Bank E,1.2393079503859237,Cancelled,84.49938192195111,0
2024-07-29 08:00:00,2024-07-29 09:00:00,2024-08-02 09:00:00,TRADER_55,T_137,SELL,Options,579365.1556588119,Bank E,1.3903240702121082,Pending,76.001015818949,0
2023-10-02 09:00:00,2023-10-03 06:00:00,2023-10-17 06:00:00,TRADER_110,T_138,SELL,Bond,801674.7461372451,Bank D,1.5120755497488685,Confirmed,101.88416785279198,0
2024-04-30 09:00:00,2024-05-01 03:00:00,2024-05-03 03:00:00,TRADER_47,T_139,BUY,Bond,1036808.6536892984,Bank E,0.96930356832725,Cancelled,113.1903791506316,0
2023-03-10 04:00:00,2023-03-10 23:00:00,2023-04-05 23:00:00,TRADER_102,T_140,BUY,Options,1225372.2273088184,Bank D,1.4149540013755997,Confirmed,78.29074660531217,0
2024-12-12 18:00:00,2024-12-13 17:00:00,2024-12-28 17:00:00,TRADER_162,T_141,BUY,Futures,775647.4005553054,Bank E,1.2167207689316175,Cancelled,168.86462316521397,0
2023-07-17 09:00:00,2023-07-17 22:00:00,2023-07-29 22:00:00,TRADER_102,T_142,SELL,Options,1323000.4411055646,Bank B,1.2901920111774885,Cancelled,58.4319232168107,0
2024-08-29 11:00:00,2024-08-30 02:00:00,2024-09-05 02:00:00,TRADER_44,T_143,BUY,Swap,774404.3152981601,Bank E,0.8329884491045496,Confirmed,97.2703566645058,0
2024-08-01 05:00:00,2024-08-01 15:00:00,2024-08-10 15:00:00,TRADER_170,T_144,SELL,FXSpot,894587.7971039756,Bank A,0.9312956593130476,Pending,160.0876274620121,0
2023-02-05 14:00:00,2023-02-05 19:00:00,2023-02-15 19:00:00,TRADER_65,T_145,SELL,Swap,911045.3349897652,Bank B,1.1867538833274762,Pending,82.32870028621608,0
