TimeStamp,tradeDate,settlementDate,TraderID,TradeID,Action,Product,NotionalAmount,Counterparty,PriceOrRate,Status,Latency(ms),is_anomaly,predicted_anomaly
2023-08-30 13:00:00,2023-08-30 15:00:00,2023-09-25 15:00:00,TRADER_122,T_1323,SELL,Bond,1116541.6874761411,Bank C,5000.0,Confirmed,115.91932081825756,1,1
2023-10-01 11:00:00,2023-10-02 07:00:00,2023-10-30 07:00:00,TRADER_53,T_1425,BUY,FXSpot,178930.48119611875,Bank B,0.6976541189571206,Pending,155.96045233437226,0,1
2023-08-16 02:00:00,2023-08-16 20:00:00,2023-08-30 20:00:00,TRADER_41,T_1568,BUY,Bond,995069.5975515218,Bank D,1.05147225300185,Confirmed,999999.0,1,1
2024-02-15 12:00:00,2024-02-16 00:00:00,2024-02-19 00:00:00,TRADER_140,T_1655,SELL,Futures,1073289.4186465358,Bank E,1.281405757072417,Pending,999999.0,1,1
2024-12-09 22:00:00,2024-12-10 05:00:00,2024-12-14 05:00:00,TRADER_24,T_1671,SELL,Swap,1681666.9830556544,Bank D,1.7995150766089063,Cancelled,151.96607695904595,0,1
2023-07-04 21:00:00,2023-07-05 10:00:00,2023-07-23 10:00:00,TRADER_55,T_1761,BUY,FXSpot,1515242.1901667938,Bank A,0.0001,Pending,114.45812069880972,1,1
2024-05-28 17:00:00,2024-05-29 05:00:00,2024-06-25 05:00:00,TRADER_63,T_1765,BUY,FXSpot,1522202.3698288072,Bank A,0.1827940011943651,Confirmed,112.07676701080771,0,1
2023-12-18 05:00:00,2023-12-18 19:00:00,2023-12-20 19:00:00,TRADER_198,T_1784,SELL,Options,465641.456221341,Bank B,0.7394625747294175,Pending,1.0,0,1
2023-06-20 02:00:00,2023-06-21 00:00:00,2023-07-01 00:00:00,TRADER_95,T_1960,BUY,Bond,1030602.7419692876,Bank C,0.2759381927623647,Confirmed,44.2054529318096,0,1
2024-01-24 12:00:00,2024-01-25 11:00:00,2024-02-06 11:00:00,TRADER_101,T_2042,BUY,Futures,1513298.77800263,Bank B,2.090399009377422,Confirmed,83.899063639513,0,1
2023-06-14 23:00:00,2023-06-15 04:00:00,2023-06-29 04:00:00,TRADER_68,T_2141,SELL,Futures,503348.7817097517,Bank B,1.189136867372721,Confirmed,999999.0,1,1
2024-02-11 21:00:00,2024-02-12 14:00:00,2024-02-21 14:00:00,TRADER_92,T_2394,BUY,Futures,1122814.255043589,Bank D,0.0001,Confirmed,99.06654198301594,1,1
2023-11-19 14:00:00,2023-11-20 02:00:00,2023-12-06 02:00:00,TRADER_99,T_2671,BUY,Futures,1268378.3325437834,Bank C,1.1111955956002006,Pending,999999.0,1,1
2024-11-04 13:00:00,2024-11-04 17:00:00,2024-11-12 17:00:00,TRADER_150,T_2672,BUY,Options,980285.6329265848,Bank B,1000.0,Pending,134.43739426905387,1,1
2024-11-25 05:00:00,2024-11-25 23:00:00,2024-12-05 23:00:00,TRADER_194,T_2898,BUY,Futures,846458.8872497303,Bank A,0.3197578881560068,Pending,184.1714759182057,0,1
2024-03-09 18:00:00,2024-03-10 10:00:00,2024-03-28 10:00:00,TRADER_33,T_2982,SELL,Swap,100000000.0,Bank C,1.0555675861544005,Pending,136.76767467591378,1,1
2024-08-15 04:00:00,2024-08-15 18:00:00,2024-09-06 18:00:00,TRADER_117,T_3013,BUY,Swap,100000000.0,Bank B,1.1134665835991366,Cancelled,169.40310819329505,1,1
2023-04-06 12:00:00,2023-04-07 01:00:00,2023-05-03 01:00:00,TRADER_9,T_3124,SELL,Swap,1914571.0280169668,Bank D,1.0312052461509578,Cancelled,40.98503682640926,0,1
2023-05-23 00:00:00,2023-05-23 02:00:00,2023-06-15 02:00:00,TRADER_152,T_3126,BUY,Options,1000000000.0,Bank A,1.128296403506469,Pending,69.05773802864957,1,1
2023-08-10 03:00:00,2023-08-10 14:00:00,2023-08-14 14:00:00,TRADER_12,T_3314,BUY,Swap,1308012.1852693276,Bank E,1.2391851530590332,Cancelled,999999.0,1,1
2023-07-05 20:00:00,2023-07-06 06:00:00,2023-07-18 06:00:00,TRADER_88,T_3605,BUY,Swap,1049000.5201554475,Bank B,1.6179111277781442,Pending,-100.0,1,1
2024-06-10 14:00:00,2024-06-10 23:00:00,2024-06-12 23:00:00,TRADER_188,T_3607,SELL,Options,915556.8487706324,Bank D,1000.0,Cancelled,199.56162733125177,1,1
2023-05-16 22:00:00,2023-05-17 04:00:00,2023-05-21 04:00:00,TRADER_55,T_3644,SELL,FXSpot,1000000000.0,Bank A,1.3325466061595348,Pending,106.36338141260958,1,1
2023-10-18 22:00:00,2023-10-19 06:00:00,2023-10-29 06:00:00,TRADER_54,T_3663,SELL,Swap,1005231.8856319756,Bank D,0.1916975653612744,Pending,64.78740503135822,0,1
2023-05-16 15:00:00,2023-05-17 11:00:00,2023-05-25 11:00:00,TRADER_147,T_3682,SELL,Futures,1.0,Bank E,0.7625506376513558,Cancelled,134.90791531605976,1,1
2024-03-07 01:00:00,2024-03-07 05:00:00,2024-03-23 05:00:00,TRADER_196,T_3762,BUY,Futures,1488281.8835123002,Bank B,1.1929190523234552,Pending,999999.0,1,1
2023-05-18 15:00:00,2023-05-19 07:00:00,2023-05-22 07:00:00,TRADER_119,T_3890,BUY,FXSpot,100000000.0,Bank E,0.989893823165448,Confirmed,85.19578709713286,1,1
2024-02-19 04:00:00,2024-02-19 22:00:00,2024-03-06 22:00:00,TRADER_17,T_3895,SELL,Swap,2139085.450632834,Bank A,0.6424447703574456,Cancelled,93.7755981235866,0,1
2024-05-06 11:00:00,2024-05-06 14:00:00,2024-06-04 14:00:00,TRADER_187,T_4065,SELL,FXSpot,752998.6744069995,Bank E,1000.0,Confirmed,133.17412649081638,1,1
2023-06-15 09:00:00,2023-06-15 22:00:00,2023-06-20 22:00:00,TRADER_94,T_4240,BUY,Options,1526991.6598882964,Bank A,1.0630463596546127,Pending,999999.0,1,1
2024-09-23 10:00:00,2024-09-23 12:00:00,2024-10-11 12:00:00,TRADER_162,T_5022,SELL,Swap,1351145.8584428066,Bank A,2.0749132151198912,Cancelled,145.8449198095633,0,1
2024-05-09 19:00:00,2024-05-09 23:00:00,2024-06-07 23:00:00,TRADER_89,T_5132,BUY,FXSpot,100000000.0,Bank D,0.921432255082114,Confirmed,94.53629906922622,1,1
2023-08-31 15:00:00,2023-08-31 16:00:00,2023-09-13 16:00:00,TRADER_17,T_5134,BUY,Bond,1299449.0914596946,Bank D,2.1040155555479245,Cancelled,35.03371573017685,0,1
2023-11-28 06:00:00,2023-11-28 16:00:00,2023-11-30 16:00:00,TRADER_48,T_5259,BUY,FXSpot,770851.6043833743,Bank C,5000.0,Confirmed,155.32029116601376,1,1
2024-02-27 23:00:00,2024-02-28 03:00:00,2024-03-10 03:00:00,TRADER_189,T_5319,SELL,Bond,1831055.335094714,Bank C,1.8797415598643763,Pending,129.53338966400602,0,1
2024-05-13 05:00:00,2024-05-13 22:00:00,2024-05-14 22:00:00,TRADER_21,T_5539,BUY,Futures,1884200.7135697424,Bank C,0.6620340128248127,Cancelled,127.44499202554992,0,1
2024-11-22 03:00:00,2024-11-22 11:00:00,2024-12-15 11:00:00,TRADER_155,T_5737,SELL,Swap,1057888.2521237708,Bank C,0.1,Cancelled,124.44501458865597,0,1
2024-04-20 22:00:00,2024-04-21 04:00:00,2024-04-26 04:00:00,TRADER_40,T_5785,BUY,Bond,405811.6600927152,Bank B,0.2794798692791335,Confirmed,62.493490430236506,0,1
2023-01-05 22:00:00,2023-01-06 08:00:00,2023-01-23 08:00:00,TRADER_153,T_5810,SELL,Swap,1421213.6264933432,Bank A,0.968347844578749,Confirmed,999999.0,1,1
2023-05-29 05:00:00,2023-05-29 20:00:00,2023-06-01 20:00:00,TRADER_122,T_5838,BUY,FXSpot,1502078.892430273,Bank B,0.4404423344389333,Cancelled,42.433528126261805,0,1
2024-11-19 23:00:00,2024-11-20 19:00:00,2024-12-05 19:00:00,TRADER_80,T_5840,SELL,Futures,10000.0,Bank C,0.8792551922787522,Pending,152.92184120555453,0,1
2023-01-10 07:00:00,2023-01-11 04:00:00,2023-01-17 04:00:00,TRADER_136,T_5941,SELL,Swap,1070477.7144825084,Bank C,0.0001,Confirmed,100.45612996328067,1,1
2024-05-28 04:00:00,2024-05-28 16:00:00,2024-06-23 16:00:00,TRADER_28,T_5951,SELL,FXSpot,881565.0923409405,Bank A,1.1869891654796554,Cancelled,-100.0,1,1
2024-01-21 17:00:00,2024-01-22 10:00:00,2024-02-15 10:00:00,TRADER_10,T_6052,BUY,Futures,1347448.663574912,Bank B,1.4354515754985793,Cancelled,999999.0,1,1
2023-06-24 19:00:00,2023-06-25 12:00:00,2023-07-14 12:00:00,TRADER_158,T_6167,BUY,FXSpot,720804.852410516,Bank B,5000.0,Cancelled,60.39034667984717,1,1
2024-08-01 20:00:00,2024-08-02 12:00:00,2024-08-30 12:00:00,TRADER_111,T_6220,BUY,Swap,1667751.0262434229,Bank E,1.6065891172947946,Confirmed,26.570373105099307,0,1
2024-09-23 03:00:00,2024-09-23 16:00:00,2024-10-22 16:00:00,TRADER_1,T_6223,BUY,FXSpot,1149401.8967602262,Bank E,0.0001,Cancelled,130.1812135668816,1,1
2024-03-11 10:00:00,2024-03-11 22:00:00,2024-03-27 22:00:00,TRADER_83,T_6268,BUY,Futures,1662701.953875068,Bank B,0.4163966045704949,Confirmed,73.85387835177882,0,1
2023-09-01 07:00:00,2023-09-01 07:00:00,2023-09-22 07:00:00,TRADER_42,T_6374,BUY,FXSpot,533137.0705356451,Bank E,1.1989272360592576,Pending,999999.0,1,1
2024-06-24 02:00:00,2024-06-24 10:00:00,2024-07-14 10:00:00,TRADER_73,T_6660,SELL,Bond,1731172.4383712425,Bank E,1.754303141158983,Pending,152.05956244864217,0,1
2024-09-21 15:00:00,2024-09-21 21:00:00,2024-10-16 21:00:00,TRADER_7,T_6750,BUY,FXSpot,1567404.416546862,Bank B,0.0001,Cancelled,124.20452687741954,1,1
2024-01-06 13:00:00,2024-01-07 02:00:00,2024-01-15 02:00:00,TRADER_140,T_6758,SELL,Futures,10000.0,Bank C,1.0900413718761273,Confirmed,154.37256013967053,0,1
2024-04-02 04:00:00,2024-04-02 06:00:00,2024-04-21 06:00:00,TRADER_171,T_6773,BUY,Bond,1135547.4623368387,Bank E,0.0001,Cancelled,143.07899016336972,1,1
2023-04-05 12:00:00,2023-04-06 10:00:00,2023-04-15 10:00:00,TRADER_155,T_6908,BUY,Swap,1081706.9863428297,Bank C,1.0528471691253365,Pending,999999.0,1,1
2023-03-21 13:00:00,2023-03-21 20:00:00,2023-03-23 20:00:00,TRADER_56,T_6920,SELL,Futures,1330346.476491179,Bank E,0.364020677998899,Confirmed,9.594607395091032,0,1
2024-07-26 05:00:00,2024-07-26 19:00:00,2024-08-23 19:00:00,TRADER_64,T_7160,SELL,Bond,1188169.6617697033,Bank C,0.4341841809500302,Confirmed,20.31347289292235,0,1
2023-07-10 06:00:00,2023-07-10 12:00:00,2023-08-08 12:00:00,TRADER_198,T_7176,BUY,Futures,760455.1597080913,Bank D,1.3545007059776126,Cancelled,999999.0,1,1
2024-11-26 02:00:00,2024-11-26 12:00:00,2024-11-27 12:00:00,TRADER_200,T_7232,SELL,Swap,814975.6051087755,Bank C,0.770911122481678,Pending,-100.0,1,1
2023-10-22 04:00:00,2023-10-22 04:00:00,2023-11-19 04:00:00,TRADER_109,T_7448,SELL,Futures,974006.0748358947,Bank E,1.3148465573025754,Pending,-100.0,1,1
2024-12-19 21:00:00,2024-12-20 16:00:00,2025-01-01 16:00:00,TRADER_195,T_7457,BUY,Swap,681515.4236002198,Bank D,0.0001,Confirmed,113.77595398633063,1,1
2023-08-02 10:00:00,2023-08-03 07:00:00,2023-08-26 07:00:00,TRADER_192,T_7499,BUY,Swap,480385.924824628,Bank D,1000.0,Pending,117.4249877894066,1,1
2023-03-10 13:00:00,2023-03-11 03:00:00,2023-03-18 03:00:00,TRADER_138,T_7582,SELL,FXSpot,968906.261039102,Bank B,1.1200924350733004,Cancelled,-100.0,1,1
2023-03-16 09:00:00,2023-03-17 07:00:00,2023-03-23 07:00:00,TRADER_131,T_7773,BUY,Futures,1000000000.0,Bank A,0.8601673109765643,Confirmed,135.3485650784312,1,1
2023-04-19 05:00:00,2023-04-19 07:00:00,2023-04-22 07:00:00,TRADER_91,T_7778,SELL,FXSpot,797720.4352221544,Bank B,1.50547629790399,Cancelled,-100.0,1,1
2024-04-17 15:00:00,2024-04-18 12:00:00,2024-05-17 12:00:00,TRADER_190,T_7970,BUY,Options,545129.7448728045,Bank B,5000.0,Cancelled,100.11824155374713,1,1
2023-12-05 11:00:00,2023-12-06 07:00:00,2023-12-30 07:00:00,TRADER_127,T_8099,SELL,Swap,606242.9008284255,Bank E,2.03313454545493,Confirmed,156.61291439727214,0,1
2023-04-19 05:00:00,2023-04-19 20:00:00,2023-04-27 20:00:00,TRADER_29,T_8230,BUY,Futures,1489980.0533003695,Bank D,1.3763738996986743,Cancelled,-100.0,1,1
2024-12-16 05:00:00,2024-12-16 12:00:00,2024-12-29 12:00:00,TRADER_19,T_8322,SELL,Swap,317142.7593833166,Bank D,1.7859321735563598,Cancelled,34.264250592423906,0,1
2023-08-03 05:00:00,2023-08-03 17:00:00,2023-08-17 17:00:00,TRADER_32,T_8341,BUY,Options,1007587.5877949768,Bank D,1.4729162166841028,Confirmed,-100.0,1,1
2023-12-26 09:00:00,2023-12-26 17:00:00,2024-01-16 17:00:00,TRADER_163,T_8389,SELL,Swap,1103236.6909850594,Bank A,0.0001,Cancelled,64.30821551251702,1,1
2023-07-03 20:00:00,2023-07-04 18:00:00,2023-07-26 18:00:00,TRADER_172,T_8452,BUY,Options,748911.5750999332,Bank B,2.029723441894668,Cancelled,172.1429606157767,0,1
2024-12-21 05:00:00,2024-12-22 03:00:00,2024-12-23 03:00:00,TRADER_140,T_8566,BUY,Options,258192.8423470629,Bank A,1.8914265912869437,Pending,71.56246650653497,0,1
2024-05-19 12:00:00,2024-05-19 13:00:00,2024-06-01 13:00:00,TRADER_157,T_8688,BUY,Swap,100000000.0,Bank C,1.1311086525322092,Cancelled,128.82696767595414,1,1
2024-12-16 08:00:00,2024-12-16 13:00:00,2025-01-04 13:00:00,TRADER_29,T_8914,SELL,Futures,329346.55133612035,Bank B,0.7862900997239769,Pending,22.539392260185267,0,1
2023-10-16 15:00:00,2023-10-17 08:00:00,2023-10-22 08:00:00,TRADER_128,T_9109,BUY,FXSpot,957650.9985360868,Bank D,0.0001,Pending,176.76691083150894,1,1
2024-06-22 22:00:00,2024-06-23 20:00:00,2024-06-29 20:00:00,TRADER_184,T_9211,SELL,FXSpot,455358.2815208532,Bank B,1.6884281060994628,Confirmed,999999.0,1,1
2023-01-25 21:00:00,2023-01-25 21:00:00,2023-01-31 21:00:00,TRADER_160,T_9631,BUY,Options,69351.18410518544,Bank C,1.659750164866069,Cancelled,122.31154940659344,0,1
2024-08-07 14:00:00,2024-08-07 22:00:00,2024-08-20 22:00:00,TRADER_109,T_9753,BUY,Futures,1250871.8612386892,Bank E,5000.0,Pending,91.8660463896431,1,1
2023-02-09 15:00:00,2023-02-09 19:00:00,2023-03-01 19:00:00,TRADER_3,T_9866,SELL,FXSpot,346648.15795679507,Bank C,0.285643382708512,Pending,106.14928325559325,0,1
2024-12-05 09:00:00,2024-12-05 18:00:00,2024-12-07 18:00:00,TRADER_17,T_9897,BUY,Swap,745116.2272962022,Bank D,0.874529740606125,Confirmed,-100.0,1,1
2024-10-24 21:00:00,2024-10-25 01:00:00,2024-11-06 01:00:00,TRADER_150,T_9944,SELL,Futures,1191083.944092452,Bank E,2.345730613338524,Cancelled,51.20068385654042,0,1
2023-09-07 01:00:00,2023-09-07 22:00:00,2023-09-17 22:00:00,TRADER_4,T_10042,BUY,Swap,805248.0802547858,Bank D,1.6549539235423616,Confirmed,-100.0,1,1
2024-08-17 18:00:00,2024-08-18 08:00:00,2024-08-29 08:00:00,TRADER_62,T_10205,SELL,Futures,1076569.2437876372,Bank C,5000.0,Pending,107.69982232783262,1,1
2023-10-03 18:00:00,2023-10-03 22:00:00,2023-10-26 22:00:00,TRADER_193,T_10252,BUY,FXSpot,100000000.0,Bank E,1.0241956455096135,Confirmed,65.11793524462527,1,1
2024-07-20 13:00:00,2024-07-21 04:00:00,2024-07-25 04:00:00,TRADER_67,T_10284,SELL,Swap,741643.0186987193,Bank D,1000.0,Pending,46.99445015627778,1,1
2023-05-03 12:00:00,2023-05-03 18:00:00,2023-05-08 18:00:00,TRADER_52,T_10310,BUY,Futures,1922374.1485409972,Bank B,1.34778573553795,Cancelled,160.95090134697568,0,1
2023-02-10 13:00:00,2023-02-10 13:00:00,2023-02-14 13:00:00,TRADER_130,T_10395,BUY,Bond,1536866.2290649689,Bank A,0.2543167150737719,Confirmed,100.10637118877658,0,1
2023-07-06 14:00:00,2023-07-07 04:00:00,2023-07-17 04:00:00,TRADER_91,T_10462,SELL,Futures,622257.1476581143,Bank D,0.9241071583633084,Confirmed,-100.0,1,1
2024-02-17 22:00:00,2024-02-18 19:00:00,2024-03-02 19:00:00,TRADER_42,T_10564,BUY,Options,1.0,Bank A,1.4177066998763328,Cancelled,157.14911632017407,1,1
2024-11-27 13:00:00,2024-11-28 04:00:00,2024-12-18 04:00:00,TRADER_177,T_10611,BUY,Futures,1000000000.0,Bank E,1.5047820954328102,Confirmed,70.74848119456921,1,1
2024-10-20 10:00:00,2024-10-21 02:00:00,2024-10-26 02:00:00,TRADER_127,T_10856,BUY,Swap,1262897.3294840874,Bank E,1.2583828622185451,Confirmed,-100.0,1,1
2024-12-22 05:00:00,2024-12-22 21:00:00,2025-01-06 21:00:00,TRADER_93,T_10878,SELL,Options,456184.57980102673,Bank B,0.0001,Pending,85.40524605986849,1,1
2023-12-29 14:00:00,2023-12-30 10:00:00,2024-01-14 10:00:00,TRADER_108,T_11052,SELL,FXSpot,1213178.7267524805,Bank C,0.0001,Confirmed,114.72811949810638,1,1
2024-05-17 21:00:00,2024-05-18 19:00:00,2024-05-27 19:00:00,TRADER_12,T_11109,BUY,FXSpot,1000000000.0,Bank D,1.1804793506990463,Pending,137.58725884876287,1,1
2024-02-09 13:00:00,2024-02-09 18:00:00,2024-02-12 18:00:00,TRADER_179,T_11214,BUY,FXSpot,1000000000.0,Bank C,0.9498542848022726,Confirmed,108.119593591027,1,1
2024-12-22 12:00:00,2024-12-22 21:00:00,2024-12-29 21:00:00,TRADER_78,T_11221,BUY,Options,1998328.226335361,Bank A,1.435935755385744,Confirmed,32.32269717691092,0,1
2023-07-25 22:00:00,2023-07-26 15:00:00,2023-08-01 15:00:00,TRADER_11,T_11279,SELL,Swap,1648621.9511160222,Bank A,1.4691874309213733,Pending,195.449391374886,0,1
2024-12-01 20:00:00,2024-12-02 00:00:00,2024-12-26 00:00:00,TRADER_96,T_11532,BUY,FXSpot,170197.16216241918,Bank C,1.7578571807580592,Confirmed,133.8903143852976,0,1
2023-12-21 13:00:00,2023-12-21 16:00:00,2024-01-10 16:00:00,TRADER_124,T_11572,BUY,Futures,66948.92260851467,Bank A,0.6563730016470853,Pending,64.28819710832616,0,1
2024-03-10 17:00:00,2024-03-11 03:00:00,2024-03-24 03:00:00,TRADER_58,T_11586,SELL,Swap,802400.3858066525,Bank A,1000.0,Cancelled,140.54380965762903,1,1
2024-04-17 17:00:00,2024-04-18 01:00:00,2024-05-16 01:00:00,TRADER_34,T_11708,SELL,Futures,1350004.976569727,Bank A,5000.0,Pending,130.6083608583628,1,1
2023-01-14 20:00:00,2023-01-15 16:00:00,2023-02-02 16:00:00,TRADER_159,T_11827,BUY,Futures,1204262.412859939,Bank C,5000.0,Confirmed,74.70712444577535,1,1
2023-07-26 19:00:00,2023-07-27 15:00:00,2023-08-17 15:00:00,TRADER_10,T_12112,BUY,Swap,890368.1517320378,Bank C,1000.0,Pending,79.53156548383431,1,1
2023-11-01 20:00:00,2023-11-02 05:00:00,2023-11-03 05:00:00,TRADER_128,T_12118,BUY,Bond,717708.6729140878,Bank E,5000.0,Cancelled,99.82543525382174,1,1
2023-01-09 19:00:00,2023-01-10 11:00:00,2023-01-16 11:00:00,TRADER_105,T_12152,BUY,FXSpot,403128.1956546463,Bank B,1.885239982781004,Cancelled,170.66339273957,0,1
2024-12-25 08:00:00,2024-12-25 08:00:00,2024-12-27 08:00:00,TRADER_108,T_12335,SELL,FXSpot,1232132.7401187655,Bank A,1.4010109374414836,Confirmed,-100.0,1,1
2023-07-08 10:00:00,2023-07-08 19:00:00,2023-07-23 19:00:00,TRADER_193,T_12352,BUY,FXSpot,100000000.0,Bank B,1.14102929968898,Cancelled,43.34298639396452,1,1
2024-01-03 22:00:00,2024-01-04 08:00:00,2024-01-19 08:00:00,TRADER_47,T_12382,BUY,Swap,1551260.3034550254,Bank E,1.7934748224612005,Pending,167.88369445734008,0,1
2023-05-22 01:00:00,2023-05-22 17:00:00,2023-05-26 17:00:00,TRADER_114,T_12497,BUY,Swap,1726320.529122854,Bank A,1.90767693537452,Pending,168.06631040863,0,1
2023-09-02 02:00:00,2023-09-02 23:00:00,2023-09-06 23:00:00,TRADER_139,T_12549,SELL,Options,1112352.9800664482,Bank B,1.4990715944437285,Cancelled,999999.0,1,1
2024-03-10 04:00:00,2024-03-10 07:00:00,2024-04-07 07:00:00,TRADER_24,T_12568,SELL,Bond,1384118.0429016645,Bank C,1000.0,Pending,59.913139597216336,1,1
2023-07-19 11:00:00,2023-07-19 13:00:00,2023-08-14 13:00:00,TRADER_139,T_12662,SELL,Swap,1626285.4663904596,Bank D,0.0001,Confirmed,62.74712113958989,1,1
2024-06-22 13:00:00,2024-06-22 19:00:00,2024-07-03 19:00:00,TRADER_110,T_12782,SELL,Swap,10548.483781569754,Bank A,1.1667419042668468,Cancelled,152.02315961579947,0,1
2024-09-09 02:00:00,2024-09-09 22:00:00,2024-10-04 22:00:00,TRADER_72,T_12783,BUY,Swap,116877.87137580628,Bank C,1.796571028631884,Confirmed,89.40164104573917,0,1
2023-11-21 21:00:00,2023-11-22 16:00:00,2023-12-09 16:00:00,TRADER_33,T_12846,BUY,Options,1686741.912586396,Bank E,0.3740076158653065,Pending,56.40018664264456,0,1
2023-04-01 04:00:00,2023-04-01 07:00:00,2023-04-12 07:00:00,TRADER_78,T_12947,SELL,Swap,2161590.552675407,Bank A,1.2822547716552035,Pending,66.32638851370069,0,1
2023-03-09 13:00:00,2023-03-10 11:00:00,2023-03-24 11:00:00,TRADER_108,T_13132,SELL,Bond,921525.4352524662,Bank B,1.017930996364243,Pending,-100.0,1,1
2024-07-16 08:00:00,2024-07-16 21:00:00,2024-08-12 21:00:00,TRADER_54,T_13145,SELL,Options,386250.1186735868,Bank A,0.845755963878602,Confirmed,186.2756723947801,0,1
2023-03-08 23:00:00,2023-03-09 09:00:00,2023-03-21 09:00:00,TRADER_110,T_13189,SELL,Futures,1607809.8340430795,Bank B,1.006260647302576,Pending,1.0,0,1
2024-11-13 16:00:00,2024-11-14 01:00:00,2024-11-16 01:00:00,TRADER_148,T_13201,BUY,Futures,1481328.83034927,Bank C,0.7408703023637098,Pending,999999.0,1,1
2024-02-14 04:00:00,2024-02-14 09:00:00,2024-02-17 09:00:00,TRADER_123,T_13341,BUY,Options,1129638.458273938,Bank A,2.004413846377173,Confirmed,13.38746042045736,0,1
2024-12-16 09:00:00,2024-12-16 23:00:00,2024-12-24 23:00:00,TRADER_20,T_13355,BUY,Options,1015202.9295631872,Bank D,1.1756318684043447,Pending,-100.0,1,1
2024-07-04 12:00:00,2024-07-04 14:00:00,2024-07-10 14:00:00,TRADER_124,T_13534,BUY,FXSpot,1203311.2803959064,Bank D,1.5188107016531374,Cancelled,999999.0,1,1
2024-04-09 21:00:00,2024-04-10 17:00:00,2024-04-23 17:00:00,TRADER_84,T_13751,BUY,Futures,135656.7758877502,Bank D,1.0802313120321785,Confirmed,175.95260815171923,0,1
2024-01-08 05:00:00,2024-01-08 17:00:00,2024-01-14 17:00:00,TRADER_170,T_13786,SELL,Options,1169918.0737524389,Bank D,1.0535639506866907,Cancelled,999999.0,1,1
2024-11-06 06:00:00,2024-11-07 04:00:00,2024-11-10 04:00:00,TRADER_144,T_13851,BUY,FXSpot,1433456.0660857116,Bank B,0.3835632636285687,Cancelled,175.66588513052255,0,1
2024-06-20 09:00:00,2024-06-21 07:00:00,2024-07-09 07:00:00,TRADER_23,T_13931,SELL,Options,815218.380377745,Bank B,1.1263522827638903,Confirmed,224.5973677637685,0,1
2023-06-30 13:00:00,2023-07-01 12:00:00,2023-07-30 12:00:00,TRADER_38,T_14019,SELL,Bond,207025.9236148921,Bank D,0.2529216057767353,Pending,93.69101182740069,0,1
2024-04-08 21:00:00,2024-04-09 07:00:00,2024-04-13 07:00:00,TRADER_119,T_14050,BUY,Bond,1885012.0491485568,Bank B,0.6938943711007153,Cancelled,146.91833278331393,0,1
2023-01-13 19:00:00,2023-01-14 17:00:00,2023-02-09 17:00:00,TRADER_25,T_14271,SELL,Bond,1092688.55719062,Bank A,5000.0,Pending,99.19825555582126,1,1
2024-05-14 09:00:00,2024-05-15 08:00:00,2024-06-08 08:00:00,TRADER_54,T_14437,SELL,Bond,799506.8946913515,Bank D,1.1607373889625163,Confirmed,-100.0,1,1
2023-01-18 12:00:00,2023-01-19 02:00:00,2023-01-25 02:00:00,TRADER_152,T_14681,BUY,Options,1000000000.0,Bank D,1.1665403892528243,Pending,132.02331572570816,1,1
2024-05-30 22:00:00,2024-05-31 13:00:00,2024-06-03 13:00:00,TRADER_184,T_14697,SELL,Bond,630036.2142501434,Bank E,0.0001,Confirmed,81.07533594275654,1,1
